amazon-order-id	merchant-order-id	purchase-date	last-updated-date	order-status	fulfillment-channel	sales-channel	order-channel	ship-service-level	product-name	sku	asin	item-status	quantity	currency	item-price	item-tax	shipping-price	shipping-tax	gift-wrap-price	gift-wrap-tax	item-promotion-discount	ship-promotion-discount	ship-city	ship-state	ship-postal-code	ship-country	promotion-ids	is-business-order	purchase-order-number	price-designation	is-iba	order-invoice-type
403-9339585-8765134	403-9339585-8765134	2023-08-27T18:49:46+00:00	2023-08-28T13:26:38+00:00	Shipped	Amazon	Amazon.fr		Standard	INNONEXXT Vis pour plaques de plâtre de haute qualité | 3,9 x 19 mm 500 pièces | Vis pour plaques de fibrociment, vis pour construction sèche, vis	54-T330-4YP9	B08GFWCTKK	Shipped	1	EUR	16.99	2.83	4.99	0.83					Pontault-Combault		77340	FR		false			false	
403-4352906-9421912	403-4352906-9421912	2023-08-27T18:46:49+00:00	2023-08-28T01:31:14+00:00	Shipped	Amazon	Amazon.fr		Expedited	INNONEXXT Haut de gamme Vis pour terrasse en acier inoxydable avec embout | A2-5,0 x 60 mm 200 pièces TX25 | Dentelle coupée | Vis à bois, Nervures	60-J3H9-BG7K	B08S212QHB	Shipped	1	EUR	34.99	5.83							Vigneux sur seine		91270	FR		false			false	
406-7331671-8300361	406-7331671-8300361	2023-08-27T18:41:28+00:00	2023-08-28T13:25:42+00:00	Shipped	Amazon	Amazon.fr		Expedited	INNONEXXT® Lot de 120 cales de qualité supérieure en plastique ?Cales de Montage ?pour parquet, carrelage et bien plus encore ?Coins d'Installation	5P-3IB4-A2UC	B07ZPBP9G6	Shipped	1	EUR	21.99	3.67							Distroff		57925	FR		false			false	
402-9740863-9630749	402-9740863-9630749	2023-08-27T18:35:28+00:00	2023-08-28T21:18:44+00:00	Shipped	Amazon	Amazon.fr		Expedited	INNONEXXT Haut de gamme Plaques de calage | 60 x 40 mm 80 pièces Mix jusqu'à 5 t | Entretoises, plaques en plastique, blocs, plaquettes de compensat	RI-897L-YJHU	B08SCJC5BX	Shipped	1	EUR	31.99	5.33							Nans les Pins		83860	FR		false			false	
405-5191605-8741161	405-5191605-8741161	2023-08-27T17:52:02+00:00	2023-08-29T04:15:39+00:00	Shipped	Amazon	Amazon.fr		Standard	INNONEXXT® Premium Cales pour vitrage | 24 x 100 mm, 300 pièces | Fabriqué en Allemagne | Cales, entretoises, cales d'espacement en plastique, entr	4B-9EAW-HI3A	B09RQ7P7WV	Shipped	1	EUR	23.51								Luxembourg		1740	LU	Free Shipping 2017/10/17 17-17-37-677	true		Business Price	false	
405-5191605-8741161	405-5191605-8741161	2023-08-27T17:52:02+00:00	2023-08-29T04:15:39+00:00	Shipped	Amazon	Amazon.fr		Standard	INNONEXXT Haut de gamme cales en plastique | 125 x cales mix avec aide au montage | FABRIQUÉ EN ALLEMAGNE | Cales en plastique, cales de montage, cal	6Z-R0CA-A8ZW	B07ZPC81W2	Shipped	1	EUR	23.92								Luxembourg		1740	LU	Free Shipping 2017/10/17 17-17-37-677	true		Business Price	false	
404-4931418-2948318	404-4931418-2948318	2023-08-27T17:51:58+00:00	2023-08-28T21:19:09+00:00	Shipped	Amazon	Amazon.fr		Expedited	INNONEXXT Haut de gamme Vis pour terrasse en acier inoxydable avec embout | C1-5,0 x 40 mm 200 piï¿½ces | Dentelle coupï¿½e | Vis ï¿½ bois, N	WP-RL06-9J7C	B09GKW85JT	Shipped	1	EUR	25.99	4.33							MONTERFIL		35160	FR		false			false	
408-5966640-6119519	408-5966640-6119519	2023-08-27T17:48:21+00:00	2023-08-28T01:31:18+00:00	Shipped	Amazon	Amazon.fr		Expedited	INNONEXXT Haut de gamme Plaques de calage | 60 x 40 mm 40 pièces Mix jusqu'à 5 t | Entretoises, plaques en plastique, blocs, plaquettes de compensat	9L-HBWO-UNTN	B09JGD3YWL	Shipped	1	EUR	22.99	3.83							Paris		75009	FR		false			false	
407-1111966-7630723	407-1111966-7630723	2023-08-27T17:19:03+00:00	2023-08-28T13:23:35+00:00	Shipped	Amazon	Amazon.fr		Expedited	INNONEXXT Premium Disques abrasifs excentriques 125mm | Or, 60 pièces, 8 trous | papier a poncer, disque poncage | Papier abrasif universel Velcro |	2R-9ZP5-A8W2	B09QD5239J	Shipped	2	EUR	27.98	4.66							mouazé		35250	FR		false			false	
403-7503031-4495531	403-7503031-4495531	2023-08-27T17:14:07+00:00	2023-08-28T13:24:09+00:00	Shipped	Amazon	Amazon.fr		Standard	INNONEXXT Rouleau de papier abrasif Premium | 6 pièces, 93 mm x 5 m | papier de verre, papier de verre, papier poncer bois, feuille abrasive, bloc de	K9-EVG4-MYQB	B09QJTMLDK	Shipped	1	EUR	18.97		0.41					0.41	PLABENNEC		29860	FR	Free Shipping 2017/10/17 17-17-37-677	true		Business Price	false	
